date,ETH_Binance_funding_rate,ETH_Bybit_funding_rate,ETH_Deribit_funding_rate,ETH_OKX_funding_rate
2020-01-24,0.22186524999999996,,,
2020-01-25,0.17444444999999997,,,
2020-01-26,0.2494629,,,
2020-01-27,0.10950000000000001,,,
2020-01-28,0.55175955,,,
2020-01-29,1.0364430500000001,,,
2020-01-30,0.57995215,,,
2020-01-31,1.12546655,,,
2020-02-01,0.7141079000000001,,,
2020-02-02,0.22384720000000002,,,
2020-02-03,0.10950000000000001,,,
2020-02-04,0.3309747,,,
2020-02-05,0.42162975,,,
2020-02-06,0.88774205,,,
2020-02-07,0.3409319,,,
2020-02-08,0.30580430000000003,,,
2020-02-09,1.0822760999999999,,,
2020-02-10,2.26235395,,,
2020-02-11,1.3743490999999999,,,
2020-02-12,2.9223506,,,
2020-02-13,1.6057518000000002,,,
2020-02-14,1.14337345,,,
2020-02-15,1.09613515,,,
2020-02-16,1.08281995,,,
2020-02-17,0.7516590999999999,,,
2020-02-18,0.21989789999999998,,,
2020-02-19,0.8603086499999999,,,
2020-02-20,0.30419464999999996,,,
2020-02-21,0.6600988499999999,,,
2020-02-22,0.5617788000000001,,,
2020-02-23,0.6160652500000001,,,
2020-02-24,0.4096176,,,
2020-02-25,0.45278615,,,
2020-02-26,0.7242622000000001,,,
2020-02-27,0.16851319999999997,,,
2020-02-28,0.24920740000000002,,,
2020-02-29,0.526403,,,
2020-03-01,0.2439295,,,
2020-03-02,0.14740525000000002,,,
2020-03-03,0.18762095,,,
2020-03-04,0.3430416,,,
2020-03-05,0.38300544999999997,,,
2020-03-06,0.209437,,,
2020-03-07,0.12314735000000002,,,
2020-03-08,0.42376500000000006,,,
2020-03-09,0.13731299999999996,,,
2020-03-10,0.22055855000000002,,,
2020-03-11,0.23196114999999998,,,
2020-03-12,0.36834705,,,
2020-03-13,-1.09415685,,,
2020-03-14,0.10950000000000001,,,
2020-03-15,0.10950000000000001,,,
2020-03-16,-0.0107018,,,
2020-03-17,0.10950000000000001,,,
2020-03-18,0.10950000000000001,,,
2020-03-19,0.10950000000000001,,,
2020-03-20,0.10950000000000001,,,
2020-03-21,0.10950000000000001,,,
2020-03-22,0.10950000000000001,,,
2020-03-23,0.10950000000000001,,,
2020-03-24,0.10950000000000001,,,
2020-03-25,0.10950000000000001,,,
2020-03-26,0.10950000000000001,,,
2020-03-27,0.10950000000000001,,,
2020-03-28,0.06309025,,,
2020-03-29,0.10950000000000001,,,
2020-03-30,0.0368285,,,
2020-03-31,0.10950000000000001,,,
2020-04-01,0.04610680000000001,,,
2020-04-02,0.0541295,,,
2020-04-03,0.10950000000000001,,,
2020-04-04,0.09081565000000001,,,
2020-04-05,0.0859721,,,
2020-04-06,0.08236955,,,
2020-04-07,-0.05173875,,,
2020-04-08,0.10950000000000001,,,
2020-04-09,0.10950000000000001,,,
2020-04-10,0.10950000000000001,,,
2020-04-11,0.06780604999999999,,,
2020-04-12,0.08024525,,,
2020-04-13,0.10950000000000001,,,
2020-04-14,0.10950000000000001,,,
2020-04-15,0.10950000000000001,,,
2020-04-16,0.0637801,,,
2020-04-17,0.10950000000000001,,,
2020-04-18,0.10750710000000002,,,
2020-04-19,0.10950000000000001,,,
2020-04-20,0.10950000000000001,,,
2020-04-21,0.10950000000000001,,,
2020-04-22,0.10950000000000001,,,
2020-04-23,0.10950000000000001,,,
2020-04-24,0.10950000000000001,,,
2020-04-25,0.10950000000000001,,,
2020-04-26,0.10950000000000001,,,
2020-04-27,0.10950000000000001,,,
2020-04-28,0.10950000000000001,,,
2020-04-29,0.10950000000000001,,,
2020-04-30,0.22098194999999998,,,
2020-05-01,0.23057414999999998,,,
2020-05-02,0.41820969999999996,,,
2020-05-03,0.30852355,,,
2020-05-04,0.1774338,,,
2020-05-05,0.23632655000000002,,,
2020-05-06,0.33323405,,,
2020-05-07,0.10990515000000001,,,
2020-05-08,0.42953564999999994,,,
2020-05-09,0.29047065000000005,,,
2020-05-10,0.12853475,,,
2020-05-11,0.10950000000000001,,,
2020-05-12,0.10950000000000001,,,
2020-05-13,0.10950000000000001,,,
2020-05-14,0.10950000000000001,,,
2020-05-15,0.03843085,,,
2020-05-16,0.053034500000000005,,,
2020-05-17,0.058191950000000006,,,
2020-05-18,0.10950000000000001,,,
2020-05-19,0.10950000000000001,,,
2020-05-20,0.10950000000000001,,,
2020-05-21,0.10950000000000001,,,
2020-05-22,0.0858407,,,
2020-05-23,0.10950000000000001,,,
2020-05-24,0.10950000000000001,,,
2020-05-25,0.10950000000000001,,,
2020-05-26,0.10950000000000001,,,
2020-05-27,0.10950000000000001,,,
2020-05-28,0.10950000000000001,,,
2020-05-29,0.10950000000000001,,,
2020-05-30,0.10950000000000001,,,
2020-05-31,0.10950000000000001,,,
2020-06-01,0.10950000000000001,,,
2020-06-02,0.2298989,,,
2020-06-03,0.10950000000000001,,,
2020-06-04,0.10950000000000001,,,
2020-06-05,0.10950000000000001,,,
2020-06-06,0.10950000000000001,,,
2020-06-07,0.10950000000000001,,,
2020-06-08,0.19984115000000002,,,
2020-06-09,0.16024229999999998,,,
2020-06-10,0.10950000000000001,,,
2020-06-11,0.15861805,,,
2020-06-12,0.10950000000000001,,,
2020-06-13,0.10950000000000001,,,
2020-06-14,0.10950000000000001,,,
2020-06-15,0.10950000000000001,,,
2020-06-16,0.10950000000000001,,,
2020-06-17,0.10950000000000001,,,
2020-06-18,0.10950000000000001,,,
2020-06-19,0.10950000000000001,,,
2020-06-20,0.10950000000000001,,,
2020-06-21,0.10950000000000001,,,
2020-06-22,0.10950000000000001,,,
2020-06-23,0.10950000000000001,,,
2020-06-24,0.10950000000000001,,,
2020-06-25,0.10950000000000001,,,
2020-06-26,0.10950000000000001,,,
2020-06-27,0.10950000000000001,,,
2020-06-28,0.10950000000000001,,,
2020-06-29,0.10950000000000001,,,
2020-06-30,0.10950000000000001,,,
2020-07-01,0.10950000000000001,,,
2020-07-02,0.10950000000000001,,,
2020-07-03,0.10950000000000001,,,
2020-07-04,0.10950000000000001,,,
2020-07-05,0.10950000000000001,,,
2020-07-06,0.10950000000000001,,,
2020-07-07,0.10950000000000001,,,
2020-07-08,0.10950000000000001,,,
2020-07-09,0.12032955000000001,,,
2020-07-10,0.10950000000000001,,,
2020-07-11,0.10950000000000001,,,
2020-07-12,0.10950000000000001,,,
2020-07-13,0.12008135,,,
2020-07-14,0.10950000000000001,,,
2020-07-15,0.10950000000000001,,,
2020-07-16,0.10950000000000001,,,
2020-07-17,0.10950000000000001,,,
2020-07-18,0.10950000000000001,,,
2020-07-19,0.10950000000000001,,,
2020-07-20,0.10950000000000001,,,
2020-07-21,0.10950000000000001,,,
2020-07-22,0.10950000000000001,,,
2020-07-23,0.6650555500000002,,,
2020-07-24,0.7132027,,,
2020-07-25,0.2745676,,,
2020-07-26,0.8135630999999999,,,
2020-07-27,0.86802475,,,
2020-07-28,1.2724557,,,
2020-07-29,0.9257714,,,
2020-07-30,0.7000991999999999,,,
2020-07-31,0.8765986000000001,,,
2020-08-01,0.48584055000000004,,,
2020-08-02,1.0640042,,,
2020-08-03,0.48980080000000004,,,
2020-08-04,0.5636074499999999,,,
2020-08-05,0.7448554999999999,,,
2020-08-06,0.6891784,,,
2020-08-07,0.46958710000000004,,,
2020-08-08,0.27314045,,,
2020-08-09,0.41528604999999996,,,
2020-08-10,0.70968045,,,
2020-08-11,0.55694985,,,
2020-08-12,0.33857035,,,
2020-08-13,0.5253445000000001,,,
2020-08-14,1.48883865,,,
2020-08-15,0.8729924000000001,,,
2020-08-16,0.82219535,,,
2020-08-17,0.8747151999999999,,,
2020-08-18,0.99965105,,,
2020-08-19,0.35087085,,,
2020-08-20,0.26411035000000005,,,
2020-08-21,0.1499858,,,
2020-08-22,0.10950000000000001,,,
2020-08-23,0.22401145000000003,,,
2020-08-24,0.3140387,,,
2020-08-25,0.16569540000000002,,,
2020-08-26,0.16762624999999998,,,
2020-08-27,0.11417565000000002,,,
2020-08-28,0.1176249,,,
2020-08-29,0.10950000000000001,,,
2020-08-30,0.10950000000000001,,,
2020-08-31,0.10950000000000001,,,
2020-09-01,0.336457,,,
2020-09-02,0.42307149999999993,,,
2020-09-03,0.12723535,,,
2020-09-04,0.15600465,,,
2020-09-05,0.10950000000000001,,,
2020-09-06,0.10950000000000001,,,
2020-09-07,0.09665200000000002,,,
2020-09-08,0.10950000000000001,,,
2020-09-09,0.10950000000000001,,,
2020-09-10,0.0968637,,,
2020-09-11,0.0728978,,,
2020-09-12,0.08661815,,,
2020-09-13,0.10950000000000001,,,
2020-09-14,0.10950000000000001,,,
2020-09-15,0.10950000000000001,,,
2020-09-16,0.10950000000000001,,,
2020-09-17,0.10950000000000001,,,
2020-09-18,0.10950000000000001,,,
2020-09-19,0.10950000000000001,,,
2020-09-20,0.072708,,,
2020-09-21,0.0496181,,,
2020-09-22,-0.0790225,,,
2020-09-23,0.07895680000000001,,,
2020-09-24,0.02585295,,,
2020-09-25,0.09256765000000002,,,
2020-09-26,0.10950000000000001,,,
2020-09-27,0.10950000000000001,,,
2020-09-28,0.10950000000000001,,,
2020-09-29,0.057896300000000005,,,
2020-09-30,0.07197800000000001,,,
2020-10-01,0.10927005000000001,,,
2020-10-02,0.03963535,,,
2020-10-03,-0.033835500000000004,,,
2020-10-04,0.010752900000000003,,,
2020-10-05,0.03234995,,,
2020-10-06,0.018465350000000002,,,
2020-10-07,0.009902450000000002,,,
2020-10-08,0.10950000000000001,,,
2020-10-09,0.10950000000000001,,,
2020-10-10,0.20165155,,,
2020-10-11,0.1281953,,,
2020-10-12,0.10950000000000001,,,
2020-10-13,0.1529715,,,
2020-10-14,0.10950000000000001,,,
2020-10-15,0.10950000000000001,,,
2020-10-16,0.10950000000000001,,,
2020-10-17,0.10950000000000001,,,
2020-10-18,0.10950000000000001,,,
2020-10-19,0.10950000000000001,,,
2020-10-20,0.21633550000000001,,,
2020-10-21,0.3383915,0.10950000000000001,,
2020-10-22,0.7685805000000001,0.84921995,,
2020-10-23,0.40527045000000006,0.5440471,,
2020-10-24,0.46814900000000004,0.18183935,,
2020-10-25,0.19106381249999999,0.14449984999999999,,
2020-10-26,0.1508545,0.10950000000000001,,
2020-10-27,0.14019285,0.12438469999999999,,
2020-10-28,0.12867345,0.40781815,,
2020-10-29,0.10950000000000001,0.10950000000000001,,
2020-10-30,0.10950000000000001,0.10950000000000001,,
2020-10-31,0.10950000000000001,0.10950000000000001,,
2020-11-01,0.10950000000000001,0.265355,,
2020-11-02,0.18284675,0.568013,,
2020-11-03,0.10950000000000001,0.34335915,,
2020-11-04,0.10950000000000001,0.13206065,,
2020-11-05,0.7996128000000001,1.0548646000000002,,
2020-11-06,0.67470615,1.1710404499999998,,
2020-11-07,0.7665219,0.9050175,,
2020-11-08,0.41827174999999983,0.43215270000000006,,
2020-11-09,0.38139215000000004,0.4662145,,
2020-11-10,0.3169149,0.23248674999999996,,
2020-11-11,0.37469805,0.73773435,,
2020-11-12,0.21604714999999997,0.46453185,,
2020-11-13,0.2592668,0.5226216000000001,,
2020-11-14,0.2943287,0.78986365,,
2020-11-15,0.10950000000000001,0.48920949999999996,,
2020-11-16,0.10950000000000001,0.6295738999999999,,
2020-11-17,0.26302629999999994,0.74538475,,
2020-11-18,0.50237505,1.2249728500000001,,
2020-11-19,0.2302785,0.7955941500000001,,
2020-11-20,0.63720605,0.55627095,,
2020-11-21,0.3615471,0.78660785,,
2020-11-22,0.8736822499999999,1.1611160999999999,,
2020-11-23,1.3069555,1.7928873,,
2020-11-24,0.9962492500000001,1.7028564000000004,,
2020-11-25,0.8893443999999999,1.1455014000000001,,
2020-11-26,0.2632088,0.9799958,,
2020-11-27,0.1633375,0.1793756,,
2020-11-28,0.10950000000000001,0.10950000000000001,,
2020-11-29,0.10950000000000001,0.10950000000000001,,
2020-11-30,0.5003456500000001,0.1706156,,
2020-12-01,0.4752774499999999,0.68523275,,
2020-12-02,0.2746041,0.68015925,,
2020-12-03,0.35525815,0.13004949999999998,,
2020-12-04,0.22724170000000005,0.46905785,,
2020-12-05,0.19657075000000002,0.16965200000000003,,
2020-12-06,0.10950000000000001,0.10950000000000001,,
2020-12-07,0.10950000000000001,0.10950000000000001,,
2020-12-08,0.2084515,0.1949611,,
2020-12-09,0.12352329999999999,0.129867,,
2020-12-10,0.10950000000000001,0.10950000000000001,,
2020-12-11,0.1452043,0.2035313,,
2020-12-12,0.10950000000000001,0.10950000000000001,,
2020-12-13,0.10950000000000001,0.10950000000000001,,
2020-12-14,0.10950000000000001,0.10950000000000001,,
2020-12-15,0.10950000000000001,0.10950000000000001,,
2020-12-16,0.446979,0.10950000000000001,,
2020-12-17,0.9386631999999999,1.0771514999999998,,
2020-12-18,0.5068828000000001,1.48991905,,
2020-12-19,0.7475054,1.1927470000000002,,
2020-12-20,0.5917599,1.263192,,
2020-12-21,0.2871528,0.52733375,,
2020-12-22,0.13030134999999998,0.24176140000000002,,
2020-12-23,0.22942440000000003,0.41841045000000004,,
2020-12-24,0.10950000000000001,0.15830415,,
2020-12-25,0.11274485000000001,0.10950000000000001,,
2020-12-26,0.10950000000000001,0.11287260000000002,,
2020-12-27,0.5654689500000001,0.46310470000000004,,
2020-12-28,0.8820444000000001,1.31665355,,
2020-12-29,0.7432604500000001,0.9427001,,
2020-12-30,0.8085370499999999,0.817746,,
2020-12-31,0.55491315,0.7332703999999999,,
2021-01-01,0.55638775,0.4483587,0.0370395652173913,
2021-01-02,0.6715671500000001,0.4622031499999999,1.1700074999999863,
2021-01-03,1.1238568999999998,0.8089312499999999,1.5507024999999817,
2021-01-04,2.75933065,3.21221535,1.414192499999977,
2021-01-05,0.90661255,2.5257123999999997,0.6588706249999955,
2021-01-06,2.4015394,1.9983604000000001,0.8220117391303872,
2021-01-07,1.6683054999999998,3.0174221500000002,0.7011193749999771,
2021-01-08,1.41091845,2.1628257499999997,0.5973681249999726,
2021-01-09,1.0702165,1.28359915,0.6187206249999818,
2021-01-10,2.4436385,3.0573714,1.584921249999959,
2021-01-11,1.0346947,2.20387365,0.7166774999999954,
2021-01-12,0.41297195,0.30022345,0.3245762499999726,
2021-01-13,0.32731375,0.3134036,0.36495437499997263,
2021-01-14,0.6524156,0.5857155000000001,0.7558237499999634,
2021-01-15,0.6224125999999999,0.57838265,0.9607712499999954,
2021-01-16,0.8086027499999999,0.38225719999999996,1.2227043749999817,
2021-01-17,0.75793345,1.42810995,0.24829124999999547,
2021-01-18,0.90139305,0.82361155,0.34716062499998634,
2021-01-19,1.8945252000000004,1.5404569500000003,1.3723999999999679,
2021-01-20,1.004261,2.69655795,0.032804375000000004,
2021-01-21,0.50456505,0.60936385,0.08367625,
2021-01-22,0.1715062,0.1767476,-0.030421956521743888,
2021-01-23,0.23509285000000002,0.10950000000000001,0.2794531249999863,
2021-01-24,0.8981774,0.50789385,0.23387374999997265,
2021-01-25,0.91155465,0.95914335,0.3726193749999908,
2021-01-26,0.27735620000000005,0.7261310000000001,-0.13478021739129958,
2021-01-27,0.20564829999999998,0.10950000000000001,-0.05883136363635866,
2021-01-28,0.2981247,0.10950000000000001,0.10535804347826086,
2021-01-29,1.5170276000000003,0.75559015,1.041618749999968,
2021-01-30,0.7471915,2.35432665,0.6185837499999862,
2021-01-31,1.0980806,1.20713165,0.3024481249999772,
2021-02-01,0.51880005,0.6370783,0.40697499999997716,
2021-02-02,1.22986385,0.8341928999999999,1.025284999999968,
2021-02-03,1.735137,2.68306025,0.49420999999998627,
2021-02-04,1.5571994999999998,2.5582339,0.30304124999998633,
2021-02-05,1.62655315,2.1746882499999995,0.27041937499999547,
2021-02-06,1.3435394500000002,2.0679476500000002,0.2355162499999954,
2021-02-07,1.05113065,1.8447465000000003,-0.14627374999999543,
2021-02-08,1.22014025,0.4876326999999999,1.264496874999986,
2021-02-09,2.05895405,3.3473930999999997,0.9385974999999726,
2021-02-10,1.67901825,3.0013147,0.6036643749999864,
2021-02-11,1.1621819,1.4828344,0.5046997826086861,
2021-02-12,1.0821702500000001,1.4477579,0.6300231818181719,
2021-02-13,1.810546,2.58412335,0.5805404347825944,
2021-02-14,1.5033145499999998,1.7957343,0.7739564285714129,
2021-02-15,0.6366804500000001,1.7129304000000003,0.11363113636363137,
2021-02-16,1.21129995,1.31166035,0.15613704545455043,
2021-02-17,1.5736099000000003,2.0481829,1.6138018749999727,
2021-02-18,1.8834438,3.11849065,1.6051787499999723,
2021-02-19,1.42659155,1.9646709000000002,1.092353749999968,
2021-02-20,2.08774525,2.43146575,0.8944245652173628,
2021-02-21,0.73839135,1.8811370000000003,0.38669142857141814,
2021-02-22,0.5823501999999999,1.2411934500000001,0.4891912499999771,
2021-02-23,0.16851319999999997,0.48269059999999997,0.19860562499999548,
2021-02-24,0.2975626,0.1268521,0.020995434782608697,
2021-02-25,0.2662602,0.1631915,-0.0014234999999999992,
2021-02-26,0.2284462,0.10950000000000001,-0.007299999999999999,
2021-02-27,0.32901465,0.21681365,0.015590714285703857,
2021-02-28,0.10950000000000001,0.10950000000000001,-0.33037062499997716,
2021-03-01,0.3377929,0.10950000000000001,0.08829681818180823,
2021-03-02,0.45407825,0.18461335,0.03931049999998905,
2021-03-03,0.39088215,0.11126295000000003,0.19714977272726275,
2021-03-04,0.352371,0.32512375000000004,0.18814956521738657,
2021-03-05,0.20967790000000003,0.13078315000000001,0.00950659090908593,
2021-03-06,0.44485834999999996,0.18123709999999998,0.3252606249999863,
2021-03-07,0.5354039,0.27499830000000003,0.11474687499999542,
2021-03-08,0.4099059500000001,0.1551615,0.31070624999998175,
2021-03-09,0.73631815,0.2805974,0.571589999999959,
2021-03-10,0.7870531500000001,0.680871,0.5526556249999771,
2021-03-11,0.70916215,0.76941635,0.483641590909061,
2021-03-12,0.8736165499999999,0.9184677499999999,0.4354906249999817,
2021-03-13,0.8231516499999999,0.49719205000000005,1.2880393749999635,
2021-03-14,1.2077083499999999,1.5225062499999997,0.9352668749999817,
2021-03-15,0.6273839,1.27367845,0.4324154999999945,
2021-03-16,0.34792165,0.45490680000000006,0.13336187499999086,
2021-03-17,0.47816460000000005,0.2920438,0.26885131578945065,
2021-03-18,0.7494909999999999,0.49451295,0.33467181818178826,
2021-03-19,0.21083130000000003,0.2957376,0.10922624999999452,
2021-03-20,0.7867830499999999,0.35023210000000005,0.4148224999999818,
2021-03-21,0.3552472,0.6177332999999999,-0.055365937500000004,
2021-03-22,0.5160078,0.42041429999999996,-0.11203840909090908,
2021-03-23,0.22990984999999997,0.1890481,0.14301652173912566,
2021-03-24,0.37577845,0.20963410000000002,0.44794624999998167,
2021-03-25,0.2041737,0.15301895000000004,0.3207307142856934,
2021-03-26,0.22787314999999997,0.35798104999999997,0.26379978260868137,
2021-03-27,0.21895985,0.11435085,0.21576062499997262,
2021-03-28,0.31651340000000006,0.1430581,0.45155062499998166,
2021-03-29,0.5477591500000001,0.1785945,0.9253206249999909,
2021-03-30,0.6106815000000001,0.65607655,0.7497099999999589,
2021-03-31,0.8109935,0.6414802,0.8938393749999544,
2021-04-01,1.2072667,0.9127628,0.9085306249999681,
2021-04-02,1.0541893500000001,0.7592036500000001,1.0005106249999773,
2021-04-03,1.1406469,1.26937875,0.5535681249999681,
2021-04-04,0.74745795,1.04616665,0.4167843749999771,
2021-04-05,0.8493622999999999,0.9970121000000001,0.8888206249999909,
2021-04-06,1.04790405,0.9081273000000001,0.5876499999999908,
2021-04-07,0.5535152,0.6457944999999999,0.3879949999999863,
2021-04-08,0.2919927,0.2405131,0.5469981249999772,
2021-04-09,0.5338417,0.12955309999999998,0.5995124999999681,
2021-04-10,1.240708,0.5731449,1.768151249999982,
2021-04-11,0.85172385,1.2267942,0.9834924999999679,
2021-04-12,1.21191315,0.97742985,1.076795624999968,
2021-04-13,1.2138513,0.8260789499999999,1.3396412499999544,
2021-04-14,1.6498255499999999,1.5525567,0.41103562499999086,
2021-04-15,1.1991016500000002,1.1343177999999998,0.36189749999997256,
2021-04-16,1.4258214000000002,1.0202334,0.30135312499998634,
2021-04-17,0.8707732000000001,0.89215855,0.20997928571427008,
2021-04-18,0.4334557499999999,0.5596253000000001,0.019281521739125687,
2021-04-19,0.262508,0.18876705,0.18245437499997721,
2021-04-20,0.15066835,0.13513395,0.4006331249999817,
2021-04-21,0.10950000000000001,0.10950000000000001,0.5948131249999863,
2021-04-22,0.1623009,0.10950000000000001,0.4108074999999726,
2021-04-23,0.32938694999999996,0.44466855000000005,0.33388374999996806,
2021-04-24,0.18392715,0.4199909,0.30783187499997267,
2021-04-25,0.10950000000000001,0.1765505,0.2423143749999772,
2021-04-26,0.10950000000000001,0.10950000000000001,0.17387687499999543,
2021-04-27,0.22141995,0.10950000000000001,0.26092937499998176,
2021-04-28,0.23124575,0.14997850000000001,0.1282518749999954,
2021-04-29,0.10950000000000001,0.10950000000000001,0.07779975,
2021-04-30,0.2828385,0.10950000000000001,0.1721726470588042,
2021-05-01,0.20957204999999995,0.21701440000000005,0.15673431818179828,
2021-05-02,0.26708145,0.14591605000000002,0.09782000000000002,
2021-05-03,0.29793855,0.10950000000000001,0.4414674999999908,
2021-05-04,0.63521315,0.55816165,0.27165124999999085,
2021-05-05,0.74700535,0.6782064999999999,0.1850549999999857,
2021-05-06,0.89707145,0.7199916999999999,0.1141180434782561,
2021-05-07,0.41319459999999997,0.5466714500000001,0.4394931818181669,
2021-05-08,0.5383166000000001,0.3748805500000001,0.16986782608694698,
2021-05-09,0.5645126500000001,0.3231272,0.04598999999999544,
2021-05-10,0.7698434000000001,0.5265270999999999,0.5292956249999772,
2021-05-11,0.4161803,0.48388050000000005,0.2407571739130387,
2021-05-12,0.4082269500000001,0.30784465,0.05867374999999088,
2021-05-13,0.23969550000000003,0.82803535,-0.130305,
2021-05-14,0.10950000000000001,0.22691319999999998,-0.008591538461538461,
2021-05-15,0.49983830000000007,0.43413465000000007,,
2021-05-16,0.22872725000000002,0.8891619000000001,,
2021-05-17,0.4347807,0.3923129500000001,,
2021-05-18,0.32820435,0.6642124,,
2021-05-19,-1.06952665,0.54412375,,
2021-05-20,0.1161722,-1.35968705,,
2021-05-21,0.10950000000000001,0.10950000000000001,-0.19983749999998632,
2021-05-22,0.10950000000000001,0.10950000000000001,0.18605874999999544,
2021-05-23,0.10950000000000001,0.10950000000000001,0.054339374999999995,
2021-05-24,0.10950000000000001,0.10950000000000001,-0.07455124999999543,
2021-05-25,0.10950000000000001,0.10950000000000001,-0.11333249999998177,
2021-05-26,0.10950000000000001,0.10950000000000001,-0.016561875,
2021-05-27,0.10950000000000001,0.10950000000000001,0.012854347826091718,
2021-05-28,0.10950000000000001,0.10950000000000001,-0.008531875,
2021-05-29,0.10950000000000001,0.10950000000000001,0.005383750000004563,
2021-05-30,0.10950000000000001,0.10950000000000001,0.21580625000000453,
2021-05-31,0.10950000000000001,0.10950000000000001,-0.008121250000004562,
2021-06-01,0.10950000000000001,0.10950000000000001,-0.034840909090904114,
2021-06-02,0.10950000000000001,0.10950000000000001,0.076786875,
2021-06-03,0.10950000000000001,0.10950000000000001,0.07062749999999503,
2021-06-04,0.10950000000000001,0.10950000000000001,-0.02669714285714807,
2021-06-05,0.10950000000000001,0.10950000000000001,-0.161441086956517,
2021-06-06,0.10950000000000001,0.10950000000000001,-0.0909306249999863,
2021-06-07,0.10950000000000001,-0.024177599999999997,0.016139347826086954,
2021-06-08,0.10950000000000001,0.10950000000000001,-0.101880625,
2021-06-09,0.10950000000000001,0.10697055,-0.018167045454540478,
2021-06-10,0.10950000000000001,0.07232110000000001,-0.02618045454545454,
2021-06-11,0.10469295,0.10950000000000001,-0.04549227272727273,
2021-06-12,0.10950000000000001,0.10950000000000001,0.0007908333333333335,
2021-06-13,0.10950000000000001,0.10950000000000001,-0.031344375,
2021-06-14,0.08681525000000001,0.10950000000000001,-0.0009221052631578949,
2021-06-15,0.10950000000000001,0.10950000000000001,-0.031293947368415294,
2021-06-16,0.10950000000000001,0.10950000000000001,-0.26197874999998627,
2021-06-17,0.10950000000000001,0.10950000000000001,-0.27908217391302914,
2021-06-18,0.06924415,0.10950000000000001,-0.5457662499999772,
2021-06-19,-0.030583349999999995,0.048636250000000006,-0.0927417391304205,
2021-06-20,-0.06947410000000001,0.07205829999999999,-0.25442086956520316,
2021-06-21,-0.0373979,-0.0070591000000000004,-0.30526695652172486,
2021-06-22,0.04991374999999999,0.0007227000000000018,-0.15165749999999087,
2021-06-23,-0.0428948,-0.16683784999999998,-0.28264687499997265,
2021-06-24,0.0568232,-0.05063645,-0.10691181818180825,
2021-06-25,0.09930555,0.10950000000000001,-0.20348749999997717,
2021-06-26,-0.06030165,0.10950000000000001,-0.3222493749999863,
2021-06-27,-0.1718785,-0.16033355000000002,-0.5723199999999635,
2021-06-28,0.01215815,-0.0667658,-0.019970714285714286,
2021-06-29,0.009979099999999998,0.04009890000000001,-0.3111624999999817,
2021-06-30,0.10950000000000001,0.06912005,-0.09969062499999087,
2021-07-01,0.09071345000000001,0.10950000000000001,0.07177227272728273,
2021-07-02,-0.06287854999999999,0.02561204999999999,-0.3603006249999863,
2021-07-03,0.022341650000000005,0.07788005,-0.13121749999999544,
2021-07-04,0.10950000000000001,0.10950000000000001,-0.21809543478260393,
2021-07-05,0.0723503,0.10215255000000001,-0.27210749999999084,
2021-07-06,0.031203849999999998,-0.21561645000000002,-0.18545318181817183,
2021-07-07,0.0841033,-0.107456,-0.14315934782607267,
2021-07-08,0.06410860000000002,0.09012945,-0.22708214285712724,
2021-07-09,0.08201915,0.1062369,-0.07404285714285193,
